left_context,target_word,answer,lemma_answer,probability_y
Душа требовала,красоты,пива,пиво,0.013157894736842105
Душа требовала,красоты,колбасы,колбаса,0.013157894736842105
Душа требовала,красоты,песни,песня,0.013157894736842105
Душа требовала,красоты,алкоголя,алкоголь,0.013157894736842105
Душа требовала,красоты,танцев,танец,0.013157894736842105
Душа требовала,красоты,сыра,сыр,0.013157894736842105
Душа требовала,красоты,денег,деньги,0.013157894736842105
Душа требовала,красоты,разврата,разврат,0.013157894736842105
Душа требовала,красоты,высокого,высокий,0.013157894736842105
Душа требовала,красоты,выпить,выпить,0.02631578947368421
Душа требовала,красоты,еще,еще,0.013157894736842105
Душа требовала,красоты,невозможного,невозможный,0.013157894736842105
Душа требовала,красоты,от,от,0.013157894736842105
Душа требовала,красоты,напиться,напиться,0.013157894736842105
Душа требовала,красоты,полета,полет,0.013157894736842105
Душа требовала,красоты,покоя,покой,0.10526315789473684
Душа требовала,красоты,действий,действие,0.013157894736842105
Душа требовала,красоты,солнца,солнце,0.013157894736842105
Душа требовала,красоты,свободы,свобода,0.039473684210526314
Душа требовала,красоты,любви,любовь,0.10526315789473684
Душа требовала,красоты,праздника,праздник,0.09210526315789473
Душа требовала,красоты,ласки,ласка,0.013157894736842105
Душа требовала,красоты,приключений,приключение,0.013157894736842105
Душа требовала,красоты,отдыха,отдых,0.013157894736842105
Душа требовала,красоты,развлечений,развлечение,0.039473684210526314
Душа требовала,красоты,перемен,перемена,0.013157894736842105
Душа требовала,красоты,чего-то,что-то,0.18421052631578946
Душа требовала,красоты,прекрасного,прекрасный,0.013157894736842105
Душа требовала,красоты,чего-нибудь,что-нибудь,0.013157894736842105
Он ловко поддел концом,ножа,кнута,кнута,0.007462686567164179
Он ловко поддел концом,ножа,нитки,нитка,0.007462686567164179
Он ловко поддел концом,ножа,петлю,петля,0.007462686567164179
Он ловко поддел концом,ножа,могли,мочь,0.007462686567164179
Он ловко поддел концом,ножа,ее,ее,0.007462686567164179
Он ловко поддел концом,ножа,чего,что,0.007462686567164179
Он ловко поддел концом,ножа,легко,легко,0.007462686567164179
Он ловко поддел концом,ножа,шила,шить,0.007462686567164179
Он ловко поддел концом,ножа,и,и,0.007462686567164179
Он ловко поддел концом,ножа,два,два,0.007462686567164179
Он ловко поддел концом,ножа,своей,свой,0.007462686567164179
Он ловко поддел концом,ножа,что-то,что-то,0.007462686567164179
Он ловко поддел концом,ножа,багра,багор,0.007462686567164179
Он ловко поддел концом,ножа,кольцо,кольцо,0.007462686567164179
Он ловко поддел концом,ножа,палки,палка,0.373134328358209
Он ловко поддел концом,ножа,ложки,ложка,0.022388059701492536
Он ловко поддел концом,ножа,удочки,удочка,0.05223880597014925
Он ловко поддел концом,ножа,шпаги,шпага,0.04477611940298507
Он ловко поддел концом,ножа,трости,трость,0.029850746268656716
Он ловко поддел концом,ножа,иглы,игла,0.05970149253731343
Он ловко поддел концом,ножа,вилки,вилка,0.05223880597014925
Он ловко поддел концом,ножа,веревки,веревка,0.014925373134328358
Он ловко поддел концом,ножа,зонта,зонт,0.007462686567164179
Он ловко поддел концом,ножа,карандаша,карандаш,0.007462686567164179
Он ловко поддел концом,ножа,иголки,иголка,0.014925373134328358
Он ловко поддел концом,ножа,лопаты,лопата,0.014925373134328358
Он ловко поддел концом,ножа,острия,острие,0.007462686567164179
Он ловко поддел концом,ножа,весла,весло,0.007462686567164179
Он ловко поддел концом,ножа,концом,конец,0.007462686567164179
Он ловко поддел концом,ножа,клюшки,клюшка,0.007462686567164179
Он ловко поддел концом,ножа,палку,палка,0.007462686567164179
Он ловко поддел концом,ножа,крючка,крючок,0.014925373134328358
Он ловко поддел концом,ножа,проволоки,проволока,0.007462686567164179
Он ловко поддел концом,ножа,скальпеля,скальпель,0.007462686567164179
Он ловко поддел концом,ножа,лома,лом,0.007462686567164179
Он ловко поддел концом,ножа,хвоста,хвост,0.007462686567164179
Он ловко поддел концом,ножа,ракетки,ракетка,0.007462686567164179
Он ловко поддел концом,ножа,ручки,ручка,0.007462686567164179
Он ловко поддел концом,ножа,ножа,нож,0.1044776119402985
Очень тогда,злые,хотелось,хотеться,0.14705882352941177
Очень тогда,злые,было,быть,0.25
Очень тогда,злые,не,не,0.014705882352941176
Очень тогда,злые,разозлился,разозлиться,0.014705882352941176
Очень тогда,злые,жаль,жаль,0.029411764705882353
Очень тогда,злые,хочется,хотеться,0.04411764705882353
Очень тогда,злые,а,а,0.014705882352941176
Очень тогда,злые,сказать,сказать,0.014705882352941176
Очень тогда,злые,мне,я,0.058823529411764705
Очень тогда,злые,я,я,0.029411764705882353
Очень тогда,злые,еще,еще,0.014705882352941176
Очень тогда,злые,видится,видеться,0.014705882352941176
Очень тогда,злые,совершит,совершить,0.014705882352941176
Очень тогда,злые,сильно,сильно,0.029411764705882353
Очень тогда,злые,получается,получаться,0.014705882352941176
Очень тогда,злые,мы,мы,0.014705882352941176
Очень тогда,злые,расстроилась,расстроиться,0.029411764705882353
Очень тогда,злые,приятно,приятный,0.029411764705882353
Очень тогда,злые,хорошо,хороший,0.029411764705882353
Очень тогда,злые,испугалась,испугаться,0.014705882352941176
Очень тогда,злые,нам,мы,0.014705882352941176
Очень тогда,злые,ясно,ясный,0.014705882352941176
Очень тогда,злые,весело,веселый,0.029411764705882353
Очень тогда,злые,получилось,получиться,0.014705882352941176
Очень тогда,злые,удивился,удивиться,0.014705882352941176
Очень тогда,злые,тяжело,тяжелый,0.014705882352941176
Очень тогда,злые,река,река,0.014705882352941176
Очень тогда,злые,когда,когда,0.014705882352941176
Очень тогда,злые,ли,ли,0.014705882352941176
Очень тогда,злые,рад,рад,0.029411764705882353
В вопросе послышался упрёк,командиру,в,в,0.3684210526315789
В вопросе послышался упрёк,командиру,но,но,0.05263157894736842
В вопросе послышался упрёк,командиру,и,и,0.3157894736842105
В вопросе послышался упрёк,командиру,всем,все,0.05263157894736842
В вопросе послышался упрёк,командиру,относительно,относительно,0.05263157894736842
В вопросе послышался упрёк,командиру,по,по,0.05263157894736842
В вопросе послышался упрёк,командиру,обманутой,обманутый,0.05263157894736842
В вопросе послышался упрёк,командиру,провинившемуся,провиниться,0.05263157894736842
В качестве примера приводится,жирность,случай,случай,0.14705882352941177
В качестве примера приводится,жирность,качество,качество,0.014705882352941176
В качестве примера приводится,жирность,решение,решение,0.029411764705882353
В качестве примера приводится,жирность,ситуация,ситуация,0.029411764705882353
В качестве примера приводится,жирность,предложение,предложение,0.04411764705882353
В качестве примера приводится,жирность,суждение,суждение,0.014705882352941176
В качестве примера приводится,жирность,гипербола,гипербол,0.014705882352941176
В качестве примера приводится,жирность,цитата,цитата,0.029411764705882353
В качестве примера приводится,жирность,задача,задача,0.014705882352941176
В качестве примера приводится,жирность,статистика,статистика,0.014705882352941176
В качестве примера приводится,жирность,высказывание,высказывание,0.029411764705882353
В качестве примера приводится,жирность,изображение,изображение,0.014705882352941176
В качестве примера приводится,жирность,явление,явление,0.014705882352941176
В качестве примера приводится,жирность,эксперимент,эксперимент,0.014705882352941176
В качестве примера приводится,жирность,слово,слово,0.04411764705882353
В качестве примера приводится,жирность,опыт,опыт,0.014705882352941176
В качестве примера приводится,жирность,рассказ,рассказ,0.014705882352941176
В качестве примера приводится,жирность,факт,факт,0.014705882352941176
В качестве примера приводится,жирность,аргумент,аргумент,0.014705882352941176
В качестве примера приводится,жирность,уравнение,уравнение,0.014705882352941176
В качестве примера приводится,жирность,текст,текст,0.014705882352941176
В качестве примера приводится,жирность,этот,этот,0.04411764705882353
В качестве примера приводится,жирность,стандартная,стандартный,0.014705882352941176
В качестве примера приводится,жирность,это,это,0.014705882352941176
В качестве примера приводится,жирность,типичный,типичный,0.014705882352941176
В качестве примера приводится,жирность,различные,различный,0.014705882352941176
В качестве примера приводится,жирность,тот,тот,0.029411764705882353
В качестве примера приводится,жирность,следующее,следующий,0.058823529411764705
В качестве примера приводится,жирность,одно,один,0.014705882352941176
В качестве примера приводится,жирность,следующий,следующий,0.029411764705882353
В качестве примера приводится,жирность,первый,первый,0.014705882352941176
В качестве примера приводится,жирность,немецкий,немецкий,0.014705882352941176
В качестве примера приводится,жирность,такой,такой,0.029411764705882353
В качестве примера приводится,жирность,омерзительно,омерзительно,0.014705882352941176
В качестве примера приводится,жирность,что-то,что-то,0.014705882352941176
В качестве примера приводится,жирность,лучший,лучший,0.014705882352941176
В качестве примера приводится,жирность,и,и,0.014705882352941176
В качестве примера приводится,жирность,с,с,0.014705882352941176
В качестве примера приводится,жирность,отдельный,отдельный,0.014705882352941176
В качестве примера приводится,жирность,история,история,0.058823529411764705
В тот момент,атмосфера,когда,когда,0.125
В тот момент,атмосфера,он,он,0.25
В тот момент,атмосфера,я,я,0.0625
В тот момент,атмосфера,появился,появиться,0.0625
В тот момент,атмосфера,мне,я,0.0625
В тот момент,атмосфера,она,она,0.0625
В тот момент,атмосфера,никто,никто,0.0625
В тот момент,атмосфера,это,это,0.0625
В тот момент,атмосфера,показалось,казаться,0.0625
В тот момент,атмосфера,нужно,нужный,0.0625
В тот момент,атмосфера,ему,он,0.0625
В тот момент,атмосфера,мы,мы,0.0625
У мамы есть,подруга,мечта,мечта,0.024691358024691357
У мамы есть,подруга,сумка,сумка,0.024691358024691357
У мамы есть,подруга,книга,книга,0.012345679012345678
У мамы есть,подруга,опыт,опыт,0.012345679012345678
У мамы есть,подруга,талант,талант,0.012345679012345678
У мамы есть,подруга,привычка,привычка,0.08641975308641975
У мамы есть,подруга,духи,дух,0.012345679012345678
У мамы есть,подруга,работа,работа,0.012345679012345678
У мамы есть,подруга,увлечение,увлечение,0.012345679012345678
У мамы есть,подруга,чувство,чувство,0.012345679012345678
У мамы есть,подруга,вещь,вещь,0.012345679012345678
У мамы есть,подруга,надежда,надежда,0.012345679012345678
У мамы есть,подруга,возможность,возможность,0.012345679012345678
У мамы есть,подруга,котенок,котенок,0.012345679012345678
У мамы есть,подруга,причина,причина,0.012345679012345678
У мамы есть,подруга,пирог,пирог,0.012345679012345678
У мамы есть,подруга,лопата,лопата,0.012345679012345678
У мамы есть,подруга,кошка,кошка,0.012345679012345678
У мамы есть,подруга,аккаунт,аккаунт,0.012345679012345678
У мамы есть,подруга,платье,платье,0.012345679012345678
У мамы есть,подруга,красивое,красивый,0.012345679012345678
У мамы есть,подруга,любимая,любимый,0.024691358024691357
У мамы есть,подруга,две,два,0.012345679012345678
У мамы есть,подруга,один,один,0.04938271604938271
У мамы есть,подруга,много,много,0.024691358024691357
У мамы есть,подруга,одна,один,0.037037037037037035
У мамы есть,подруга,одно,один,0.024691358024691357
У мамы есть,подруга,то,то,0.024691358024691357
У мамы есть,подруга,мы,мы,0.012345679012345678
У мамы есть,подруга,два,два,0.037037037037037035
У мамы есть,подруга,несколько,несколько,0.024691358024691357
У мамы есть,подруга,старый,старый,0.012345679012345678
У мамы есть,подруга,таинственное,таинственный,0.012345679012345678
У мамы есть,подруга,хороший,хороший,0.012345679012345678
У мамы есть,подруга,нечто,нечто,0.012345679012345678
У мамы есть,подруга,красивая,красивый,0.012345679012345678
У мамы есть,подруга,три,три,0.024691358024691357
У мамы есть,подруга,немного,немного,0.012345679012345678
У мамы есть,подруга,я,я,0.012345679012345678
У мамы есть,подруга,небольшой,небольшой,0.012345679012345678
У мамы есть,подруга,новый,новый,0.012345679012345678
У мамы есть,подруга,папа,папа,0.037037037037037035
У мамы есть,подруга,ребенок,ребенок,0.024691358024691357
У мамы есть,подруга,любимый,любимый,0.012345679012345678
У мамы есть,подруга,сестра,сестра,0.012345679012345678
У мамы есть,подруга,сын,сын,0.07407407407407407
У мамы есть,подруга,дочь,дочь,0.012345679012345678
У мамы есть,подруга,друг,друг,0.012345679012345678
У мамы есть,подруга,любовник,любовник,0.012345679012345678
У мамы есть,подруга,подруга,подруга,0.037037037037037035
В резервациях,миссионеры,а,а,0.0625
В резервациях,миссионеры,первые,первый,0.0625
В резервациях,миссионеры,туристы,турист,0.4375
В резервациях,миссионеры,путешественники,путешественник,0.125
В резервациях,миссионеры,ученые,ученый,0.0625
В резервациях,миссионеры,мореплаватели,мореплаватель,0.0625
В резервациях,миссионеры,поселенцы,поселенец,0.0625
В резервациях,миссионеры,переселенцы,переселенец,0.0625
В резервациях,миссионеры,белые,белый,0.0625
В лесу ветром,трепало,срывало,срывать,0.013157894736842105
В лесу ветром,трепало,создается,создаваться,0.013157894736842105
В лесу ветром,трепало,пахло,пахнуть,0.013157894736842105
В лесу ветром,трепало,нанесло,нанести,0.02631578947368421
В лесу ветром,трепало,намело,намести,0.013157894736842105
В лесу ветром,трепало,навеяло,навеять,0.013157894736842105
В лесу ветром,трепало,надуло,надуть,0.013157894736842105
В лесу ветром,трепало,раскачало,раскачать,0.013157894736842105
В лесу ветром,трепало,сорвало,срыть,0.013157894736842105
В лесу ветром,трепало,занесенный,занести,0.013157894736842105
В лесу ветром,трепало,занесло,занести,0.013157894736842105
В лесу ветром,трепало,подуло,подуть,0.013157894736842105
В лесу ветром,трепало,доносятся,доноситься,0.013157894736842105
В лесу ветром,трепало,а,а,0.013157894736842105
В лесу ветром,трепало,очень,очень,0.013157894736842105
В лесу ветром,трепало,несся,нестись,0.013157894736842105
В лесу ветром,трепало,свалило,свалять,0.039473684210526314
В лесу ветром,трепало,гнуло,гнуть,0.039473684210526314
В лесу ветром,трепало,качало,качать,0.07894736842105263
В лесу ветром,трепало,сдуло,сдунуть,0.06578947368421052
В лесу ветром,трепало,унесло,унести,0.05263157894736842
В лесу ветром,трепало,повалило,валить,0.10526315789473684
В лесу ветром,трепало,гнет,гнуть,0.013157894736842105
В лесу ветром,трепало,снесло,снести,0.06578947368421052
В лесу ветром,трепало,сломало,ломать,0.09210526315789473
В лесу ветром,трепало,нагибало,нагибать,0.013157894736842105
В лесу ветром,трепало,колыхало,колыхать,0.013157894736842105
В лесу ветром,трепало,вырвало,вырыть,0.013157894736842105
В лесу ветром,трепало,погнуло,погнуть,0.013157894736842105
В лесу ветром,трепало,качает,качать,0.013157894736842105
В лесу ветром,трепало,сдувало,сдувать,0.013157894736842105
В лесу ветром,трепало,наклонило,наклонить,0.013157894736842105
В лесу ветром,трепало,разносило,разносить,0.013157894736842105
В лесу ветром,трепало,обдувало,обдувать,0.013157894736842105
В лесу ветром,трепало,шевелили,шевелить,0.013157894736842105
В лесу ветром,трепало,поломало,поломать,0.02631578947368421
В лесу ветром,трепало,клонило,клонить,0.013157894736842105
В лесу ветром,трепало,разбросало,разбросить,0.013157894736842105
В лесу ветром,трепало,наломало,наломать,0.013157894736842105
В лесу ветром,трепало,кренило,кренить,0.013157894736842105
В лесу ветром,трепало,трепало,трепать,0.013157894736842105
Государством предлагается,установить,управлять,управлять,0.06666666666666667
Государством предлагается,установить,пройти,пройти,0.06666666666666667
Государством предлагается,установить,такой,такой,0.06666666666666667
Государством предлагается,установить,несколько,несколько,0.06666666666666667
Государством предлагается,установить,множество,множество,0.06666666666666667
Государством предлагается,установить,уникальная,уникальный,0.06666666666666667
Государством предлагается,установить,стандарт,стандарт,0.06666666666666667
Государством предлагается,установить,набор,набор,0.06666666666666667
Государством предлагается,установить,программа,программа,0.06666666666666667
Государством предлагается,установить,сделать,делать,0.06666666666666667
Государством предлагается,установить,ввести,ввести,0.13333333333333333
Государством предлагается,установить,принять,принять,0.06666666666666667
Государством предлагается,установить,использовать,использовать,0.13333333333333333
Если мы позволим этим людям,уйти,поступить,поступить,0.05
Если мы позволим этим людям,уйти,использовать,использовать,0.05
Если мы позволим этим людям,уйти,делать,делать,0.2
Если мы позволим этим людям,уйти,применить,применить,0.05
Если мы позволим этим людям,уйти,сделать,делать,0.1
Если мы позволим этим людям,уйти,завладеть,завладеть,0.05
Если мы позволим этим людям,уйти,есть,быть,0.05
Если мы позволим этим людям,уйти,вести,вести,0.05
Если мы позволим этим людям,уйти,найти,найти,0.05
Если мы позволим этим людям,уйти,совершить,совершить,0.05
Если мы позволим этим людям,уйти,пользоваться,пользоваться,0.05
Если мы позволим этим людям,уйти,так,так,0.1
Если мы позволим этим людям,уйти,что,что,0.05
Если мы позволим этим людям,уйти,к,к,0.05
Если мы позволим этим людям,уйти,продолжать,продолжать,0.05
Володя каким-то образом,узнал,знал,знать,0.026785714285714284
Володя каким-то образом,узнал,получил,получить,0.026785714285714284
Володя каким-то образом,узнал,смог,мочь,0.16071428571428573
Володя каким-то образом,узнал,пилил,пилить,0.008928571428571428
Володя каким-то образом,узнал,нашел,найти,0.026785714285714284
Володя каким-то образом,узнал,сумел,уметь,0.09821428571428571
Володя каким-то образом,узнал,умудрился,умудриться,0.11607142857142858
Володя каким-то образом,узнал,оказался,оказаться,0.03571428571428571
Володя каким-то образом,узнал,хотел,хотеть,0.008928571428571428
Володя каким-то образом,узнал,почувствовал,почувствовать,0.017857142857142856
Володя каким-то образом,узнал,заговорил,заговорить,0.008928571428571428
Володя каким-то образом,узнал,догадался,догадаться,0.044642857142857144
Володя каким-то образом,узнал,был,быть,0.008928571428571428
Володя каким-то образом,узнал,пришел,прийти,0.008928571428571428
Володя каким-то образом,узнал,взял,брать,0.008928571428571428
Володя каким-то образом,узнал,стал,стать,0.026785714285714284
Володя каким-то образом,узнал,решил,решить,0.017857142857142856
Володя каким-то образом,узнал,улетел,улететь,0.008928571428571428
Володя каким-то образом,узнал,зашел,зайти,0.008928571428571428
Володя каким-то образом,узнал,упал,падать,0.008928571428571428
Володя каким-то образом,узнал,начал,начать,0.008928571428571428
Володя каким-то образом,узнал,встал,встать,0.008928571428571428
Володя каким-то образом,узнал,мог,мочь,0.008928571428571428
Володя каким-то образом,узнал,ушел,уйти,0.008928571428571428
Володя каким-то образом,узнал,добрался,добраться,0.008928571428571428
Володя каким-то образом,узнал,непостижимым,непостижимый,0.008928571428571428
Володя каким-то образом,узнал,самолет,самолет,0.008928571428571428
Володя каким-то образом,узнал,увидел,видеть,0.008928571428571428
Володя каким-то образом,узнал,сделал,делать,0.008928571428571428
Володя каким-то образом,узнал,угадывал,угадывать,0.008928571428571428
Володя каким-то образом,узнал,понял,понять,0.026785714285714284
Володя каким-то образом,узнал,угадал,угадать,0.026785714285714284
Володя каким-то образом,узнал,узнал,узнать,0.17857142857142858
На привале у озера,юный,мы,мы,0.5223880597014925
На привале у озера,юный,все,все,0.029850746268656716
На привале у озера,юный,лежит,лежать,0.014925373134328358
На привале у озера,юный,охотники,охотник,0.05970149253731343
На привале у озера,юный,я,я,0.014925373134328358
На привале у озера,юный,они,они,0.029850746268656716
На привале у озера,юный,туристы,турист,0.014925373134328358
На привале у озера,юный,было,быть,0.029850746268656716
На привале у озера,юный,развели,развести,0.014925373134328358
На привале у озера,юный,расположились,расположиться,0.029850746268656716
На привале у озера,юный,сидели,сидеть,0.014925373134328358
На привале у озера,юный,три,три,0.014925373134328358
На привале у озера,юный,он,он,0.014925373134328358
На привале у озера,юный,разбили,разбить,0.029850746268656716
На привале у озера,юный,альпинисты,альпинист,0.014925373134328358
На привале у озера,юный,разожгли,разожать,0.014925373134328358
На привале у озера,юный,стоял,стоять,0.014925373134328358
На привале у озера,юный,собрались,собраться,0.014925373134328358
На привале у озера,юный,поляны,поляна,0.014925373134328358
На привале у озера,юный,разложили,разложить,0.014925373134328358
На привале у озера,юный,отдыхали,отдыхать,0.014925373134328358
На привале у озера,юный,оказались,оказаться,0.014925373134328358
На привале у озера,юный,случился,случиться,0.014925373134328358
На привале у озера,юный,нам,мы,0.014925373134328358
На привале у озера,юный,караси,карась,0.014925373134328358
Можно будет,бросить,собрать,собрать,0.015384615384615385
Можно будет,бросить,погулять,погулять,0.015384615384615385
Можно будет,бросить,сделать,делать,0.09230769230769231
Можно будет,бросить,использовать,использовать,0.015384615384615385
Можно будет,бросить,отдохнуть,отдохнуть,0.015384615384615385
Можно будет,бросить,увидеть,видеть,0.03076923076923077
Можно будет,бросить,зайти,зайти,0.015384615384615385
Можно будет,бросить,соорудить,соорудить,0.015384615384615385
Можно будет,бросить,купить,купить,0.015384615384615385
Можно будет,бросить,заказать,заказать,0.015384615384615385
Можно будет,бросить,делать,делать,0.015384615384615385
Можно будет,бросить,предположить,предположить,0.015384615384615385
Можно будет,бросить,выяснить,выяснить,0.015384615384615385
Можно будет,бросить,сказать,сказать,0.06153846153846154
Можно будет,бросить,танцевать,танцевать,0.015384615384615385
Можно будет,бросить,догадаться,догадаться,0.03076923076923077
Можно будет,бросить,сходить,сойти,0.046153846153846156
Можно будет,бросить,поехать,поехать,0.03076923076923077
Можно будет,бросить,найти,найти,0.046153846153846156
Можно будет,бросить,назвать,назвать,0.015384615384615385
Можно будет,бросить,позвонить,позвонить,0.015384615384615385
Можно будет,бросить,работать,работать,0.015384615384615385
Можно будет,бросить,узнать,узнать,0.015384615384615385
Можно будет,бросить,приехать,приехать,0.015384615384615385
Можно будет,бросить,съесть,съесть,0.015384615384615385
Можно будет,бросить,попробовать,пробовать,0.015384615384615385
Можно будет,бросить,посмотреть,смотреть,0.015384615384615385
Можно будет,бросить,встретиться,встретиться,0.015384615384615385
Можно будет,бросить,поинтересоваться,интересоваться,0.015384615384615385
Можно будет,бросить,попросить,просить,0.015384615384615385
Можно будет,бросить,прикинуться,прикинуться,0.015384615384615385
Можно будет,бросить,прийти,прийти,0.015384615384615385
Можно будет,бросить,установить,установить,0.015384615384615385
Можно будет,бросить,договориться,договориться,0.015384615384615385
Можно будет,бросить,мне,я,0.03076923076923077
Можно будет,бросить,хорошо,хороший,0.015384615384615385
Можно будет,бросить,завтра,завтра,0.015384615384615385
Можно будет,бросить,пойти,пойти,0.16923076923076924
Можно будет,бросить,взять,брать,0.015384615384615385
В бассейне,микробы,явления,явление,0.047619047619047616
В бассейне,микробы,ситуации,ситуация,0.02040816326530612
В бассейне,микробы,слова,слово,0.061224489795918366
В бассейне,микробы,города,город,0.006802721088435374
В бассейне,микробы,гипотезы,гипотеза,0.006802721088435374
В бассейне,микробы,вещи,вещь,0.047619047619047616
В бассейне,микробы,объекты,объект,0.02040816326530612
В бассейне,микробы,предложения,предложение,0.006802721088435374
В бассейне,микробы,способы,способ,0.027210884353741496
В бассейне,микробы,мантры,мантра,0.006802721088435374
В бассейне,микробы,иллюстрации,иллюстрация,0.006802721088435374
В бассейне,микробы,места,место,0.02040816326530612
В бассейне,микробы,образ,образ,0.006802721088435374
В бассейне,микробы,множества,множество,0.006802721088435374
В бассейне,микробы,типы,тип,0.013605442176870748
В бассейне,микробы,понятия,понятие,0.027210884353741496
В бассейне,микробы,условия,условие,0.02040816326530612
В бассейне,микробы,мнения,мнение,0.006802721088435374
В бассейне,микробы,миры,мир,0.013605442176870748
В бассейне,микробы,системы,система,0.013605442176870748
В бассейне,микробы,силы,сила,0.006802721088435374
В бассейне,микробы,виды,вид,0.10204081632653061
В бассейне,микробы,водоросли,водоросль,0.006802721088435374
В бассейне,микробы,случаи,случай,0.006802721088435374
В бассейне,микробы,сказания,сказание,0.006802721088435374
В бассейне,микробы,истории,история,0.006802721088435374
В бассейне,микробы,различия,различие,0.006802721088435374
В бассейне,микробы,возможности,возможность,0.006802721088435374
В бассейне,микробы,нишу,ниша,0.006802721088435374
В бассейне,микробы,сказки,сказка,0.006802721088435374
В бассейне,микробы,области,область,0.006802721088435374
В бассейне,микробы,дни,день,0.006802721088435374
В бассейне,микробы,обстоятельства,обстоятельство,0.006802721088435374
В бассейне,микробы,элементы,элемент,0.006802721088435374
В бассейне,микробы,экземпляры,экземпляр,0.006802721088435374
В бассейне,микробы,убеждения,убеждение,0.006802721088435374
В бассейне,микробы,профессии,профессия,0.006802721088435374
В бассейне,микробы,офтальмолог,офтальмолог,0.006802721088435374
В бассейне,микробы,моменты,момент,0.006802721088435374
В бассейне,микробы,интересные,интересный,0.006802721088435374
В бассейне,микробы,необычные,необычный,0.006802721088435374
В бассейне,микробы,последней,последний,0.006802721088435374
В бассейне,микробы,особые,особый,0.006802721088435374
В бассейне,микробы,редкие,редкий,0.006802721088435374
В бассейне,микробы,разные,разный,0.006802721088435374
В бассейне,микробы,люди,человек,0.23809523809523808
В бассейне,микробы,животные,животное,0.04081632653061224
В бассейне,микробы,вещества,вещество,0.006802721088435374
В бассейне,микробы,персонажи,персонаж,0.006802721088435374
В бассейне,микробы,ежики,ежик,0.006802721088435374
В бассейне,микробы,насекомые,насекомое,0.013605442176870748
В бассейне,микробы,народы,народ,0.006802721088435374
В бассейне,микробы,комары,комар,0.006802721088435374
В бассейне,микробы,особи,особь,0.006802721088435374
В бассейне,микробы,личности,личность,0.006802721088435374
В бассейне,микробы,разновидности,разновидность,0.006802721088435374
Ей никак не суметь,испечь,выйти,выйти,0.008264462809917356
Ей никак не суметь,испечь,выбраться,выбраться,0.04132231404958678
Ей никак не суметь,испечь,познать,познать,0.008264462809917356
Ей никак не суметь,испечь,открыть,открыть,0.008264462809917356
Ей никак не суметь,испечь,приехать,приехать,0.008264462809917356
Ей никак не суметь,испечь,заработать,заработать,0.008264462809917356
Ей никак не суметь,испечь,понять,понять,0.06611570247933884
Ей никак не суметь,испечь,преодолеть,преодолеть,0.06611570247933884
Ей никак не суметь,испечь,угадать,угадать,0.024793388429752067
Ей никак не суметь,испечь,стать,стать,0.008264462809917356
Ей никак не суметь,испечь,пройти,пройти,0.03305785123966942
Ей никак не суметь,испечь,запрыгнуть,запрыгнуть,0.008264462809917356
Ей никак не суметь,испечь,быть,быть,0.01652892561983471
Ей никак не суметь,испечь,встать,встать,0.024793388429752067
Ей никак не суметь,испечь,жить,жить,0.008264462809917356
Ей никак не суметь,испечь,избежать,избегнуть,0.008264462809917356
Ей никак не суметь,испечь,сшить,сшить,0.008264462809917356
Ей никак не суметь,испечь,достать,достать,0.024793388429752067
Ей никак не суметь,испечь,постичь,постичь,0.008264462809917356
Ей никак не суметь,испечь,написать,писать,0.008264462809917356
Ей никак не суметь,испечь,попасть,попасть,0.01652892561983471
Ей никак не суметь,испечь,перепрыгнуть,перепрыгнуть,0.008264462809917356
Ей никак не суметь,испечь,найти,найти,0.008264462809917356
Ей никак не суметь,испечь,привыкнуть,привыкнуть,0.008264462809917356
Ей никак не суметь,испечь,уложиться,уложиться,0.008264462809917356
Ей никак не суметь,испечь,предостеречь,предостеречь,0.008264462809917356
Ей никак не суметь,испечь,выучить,выучить,0.008264462809917356
Ей никак не суметь,испечь,убедить,убедить,0.008264462809917356
Ей никак не суметь,испечь,победить,победить,0.024793388429752067
Ей никак не суметь,испечь,прыгнуть,прыгнуть,0.024793388429752067
Ей никак не суметь,испечь,отгадать,отгадать,0.008264462809917356
Ей никак не суметь,испечь,покинуть,покинуть,0.008264462809917356
Ей никак не суметь,испечь,решить,решить,0.01652892561983471
Ей никак не суметь,испечь,переплыть,переплыть,0.008264462809917356
Ей никак не суметь,испечь,определиться,определиться,0.008264462809917356
Ей никак не суметь,испечь,узнать,узнать,0.008264462809917356
Ей никак не суметь,испечь,научиться,научиться,0.008264462809917356
Ей никак не суметь,испечь,залезть,залезть,0.008264462809917356
Ей никак не суметь,испечь,вовремя,вовремя,0.024793388429752067
Ей никак не суметь,испечь,правильно,правильно,0.008264462809917356
